runs,wickets,overs,runs_last_5,wickets_last_5,total_score
70,3,7,45,2,192
81,3,8,42,1,192
89,3,9,41,1,192
91,4,10,34,1,192
102,4,11,39,1,192
115,4,12,45,1,192
121,4,13,40,1,192
124,6,14,35,3,192
129,6,15,38,2,192
145,6,16,43,2,192
164,6,17,49,2,192
182,6,18,61,2,192
192,7,19,68,1,192
47,2,5,38,2,204
51,3,6,39,3,204
57,3,7,31,3,204
71,3,8,45,1,204
79,3,9,38,1,204
87,3,10,40,1,204
94,5,11,43,2,204
113,5,12,56,2,204
124,5,13,53,2,204
140,5,14,61,2,204
147,5,15,60,2,204
160,5,16,66,0,204
175,5,17,62,0,204
192,6,18,68,1,204
204,7,19,64,2,204
50,2,5,40,2,123
53,2,6,41,2,123
54,4,7,35,4,123
61,5,8,19,5,123
69,5,9,24,4,123
78,5,10,28,3,123
84,6,11,31,4,123
86,8,12,32,4,123
95,8,13,34,3,123
102,9,14,33,4,123
109,9,15,31,4,123
121,9,16,37,3,123
123,10,17,37,2,123
43,1,5,38,1,121
48,1,6,33,1,121
50,3,7,29,2,121
55,4,8,31,3,121
63,4,9,30,3,121
65,4,10,22,3,121
69,4,11,21,3,121
72,4,12,22,1,121
76,4,13,21,0,121
83,4,14,20,0,121
84,4,15,19,0,121
92,4,16,23,0,121
102,5,17,30,1,121
108,7,18,32,3,121
121,8,19,38,4,121
45,2,5,32,2,127
55,2,6,31,2,127
63,2,7,34,2,127
72,2,8,37,2,127
82,2,9,43,1,127
91,2,10,46,0,127
96,2,11,41,0,127
109,3,12,46,1,127
114,3,13,42,1,127
118,5,14,36,3,127
127,5,15,36,3,127
68,0,5,48,0,199
79,0,6,47,0,199
96,0,7,57,0,199
98,1,8,48,1,199
103,2,9,40,2,199
107,2,10,39,2,199
112,2,11,33,2,199
122,2,12,26,2,199
126,3,13,28,2,199
130,3,14,27,1,199
143,3,15,36,1,199
157,3,16,45,1,199
168,3,17,46,1,199
183,4,18,57,1,199
199,4,19,69,1,199
38,3,5,38,1,142
42,3,6,37,1,142
48,3,7,34,1,142
61,3,8,40,1,142
68,3,9,36,1,142
83,3,10,45,0,142
93,3,11,51,0,142
100,4,12,52,1,142
106,4,13,45,1,142
113,5,14,45,2,142
118,6,15,35,3,142
129,6,16,36,3,142
137,6,17,37,2,142
139,8,18,33,4,142
142,9,19,29,4,142
61,1,5,51,1,157
66,2,6,50,2,157
73,3,7,43,3,157
76,4,8,38,3,157
84,5,9,37,4,157
87,5,10,26,4,157
93,5,11,27,3,157
102,6,12,29,3,157
105,6,13,29,2,157
109,6,14,25,1,157
113,7,15,26,2,157
131,8,16,38,3,157
135,8,17,33,2,157
141,8,18,36,2,157
157,8,19,48,2,157
68,1,5,62,0,159
74,1,6,62,0,159
82,2,7,61,1,159
86,2,8,42,1,159
97,2,9,42,1,159
102,2,10,34,1,159
108,2,11,34,1,159
112,2,12,30,0,159
125,2,13,39,0,159
134,3,14,37,1,159
135,3,15,33,1,159
140,3,16,32,1,159
153,3,17,41,1,159
159,3,18,34,1,159
54,1,5,50,1,204
62,1,6,45,1,204
68,1,7,44,1,204
79,1,8,48,1,204
88,1,9,50,0,204
91,1,10,37,0,204
101,2,11,39,1,204
115,2,12,47,1,204
123,3,13,44,2,204
132,3,14,44,2,204
144,3,15,53,2,204
151,3,16,50,1,204
159,4,17,44,2,204
184,4,18,61,1,204
204,4,19,72,1,204
43,2,5,41,2,207
56,2,6,42,2,207
68,2,7,42,1,207
78,2,8,50,0,207
86,2,9,49,0,207
99,2,10,56,0,207
116,2,11,60,0,207
128,2,12,60,0,207
132,3,13,54,1,207
149,3,14,63,1,207
155,4,15,56,2,207
157,7,16,41,5,207
162,7,17,34,5,207
176,7,18,44,4,207
207,7,19,58,4,207
41,3,5,32,2,143
47,3,6,33,1,143
58,3,7,36,1,143
64,4,8,42,1,143
73,5,9,43,2,143
76,6,10,35,3,143
77,7,11,30,4,143
78,8,12,20,5,143
83,8,13,19,4,143
88,9,14,15,4,143
101,9,15,25,3,143
109,9,16,32,2,143
126,9,17,48,1,143
135,9,18,52,1,143
143,9,19,55,0,143
34,1,5,30,1,145
40,1,6,27,1,145
43,1,7,24,1,145
54,2,8,27,1,145
67,2,9,37,1,145
78,2,10,44,1,145
86,2,11,46,1,145
94,2,12,51,1,145
97,2,13,43,0,145
118,2,14,51,0,145
124,2,15,46,0,145
141,2,16,55,0,145
145,2,17,51,0,145
56,0,5,52,0,212
62,0,6,45,0,212
68,0,7,43,0,212
74,0,8,41,0,212
87,0,9,45,0,212
94,0,10,38,0,212
99,1,11,37,1,212
104,1,12,36,1,212
117,1,13,43,1,212
137,1,14,50,1,212
146,1,15,52,1,212
160,1,16,61,0,212
183,1,17,79,0,212
203,1,18,86,0,212
212,2,19,75,1,212
37,3,5,32,2,213
43,3,6,33,2,213
60,3,7,44,2,213
76,3,8,53,0,213
91,3,9,61,0,213
105,4,10,68,1,213
116,5,11,73,2,213
136,5,12,76,2,213
154,5,13,78,2,213
171,5,14,80,2,213
185,5,15,80,1,213
189,6,16,73,1,213
198,6,17,62,1,213
208,7,18,54,2,213
213,9,19,42,4,213
51,1,5,44,1,172
59,1,6,40,1,172
75,1,7,46,1,172
78,2,8,44,1,172
85,3,9,43,2,172
88,4,10,37,3,172
95,4,11,36,3,172
103,5,12,28,4,172
110,5,13,32,3,172
123,5,14,38,2,172
136,5,15,48,1,172
151,5,16,56,1,172
165,5,17,62,0,172
166,9,18,56,4,172
172,10,19,49,5,172
68,0,5,54,0,173
70,0,6,43,0,173
73,1,7,31,1,173
82,1,8,33,1,173
91,1,9,32,1,173
98,1,10,30,1,173
112,1,11,42,1,173
117,1,12,44,0,173
121,1,13,39,0,173
123,1,14,32,0,173
139,3,15,41,2,173
147,4,16,35,3,173
153,4,17,36,3,173
168,4,18,47,3,173
173,4,19,50,3,173
57,1,5,49,1,175
68,1,6,56,0,175
86,1,7,64,0,175
88,3,8,60,2,175
95,3,9,50,2,175
97,3,10,40,2,175
104,3,11,36,2,175
110,3,12,24,2,175
119,3,13,31,0,175
135,4,14,40,1,175
141,4,15,44,1,175
144,5,16,40,2,175
157,5,17,47,2,175
167,6,18,48,3,175
175,8,19,40,4,175
45,1,5,38,1,172
52,1,6,42,1,172
61,1,7,45,0,172
76,1,8,50,0,172
80,2,9,45,1,172
86,2,10,41,1,172
93,3,11,41,2,172
98,3,12,37,2,172
103,4,13,27,3,172
113,6,14,33,4,172
117,6,15,31,4,172
122,6,16,29,3,172
136,6,17,38,3,172
155,6,18,52,2,172
172,6,19,59,0,172
52,2,5,44,1,153
59,3,6,43,2,153
63,3,7,36,2,153
71,3,8,41,1,153
75,3,9,33,1,153
81,3,10,29,1,153
91,3,11,32,0,153
94,4,12,31,1,153
96,4,13,25,1,153
99,4,14,24,1,153
109,4,15,28,1,153
121,5,16,30,2,153
136,5,17,42,1,153
142,6,18,46,2,153
153,8,19,54,4,153
56,1,5,49,1,154
61,1,6,43,1,154
67,1,7,31,1,154
78,1,8,34,1,154
80,1,9,28,0,154
88,1,10,32,0,154
91,2,11,30,1,154
95,2,12,28,1,154
105,2,13,27,1,154
111,3,14,31,2,154
120,3,15,32,2,154
129,3,16,38,1,154
141,3,17,46,1,154
147,3,18,42,1,154
154,4,19,43,1,154
65,2,5,51,2,228
75,2,6,47,2,228
80,2,7,37,2,228
85,2,8,39,2,228
94,2,9,37,0,228
100,2,10,35,0,228
116,2,11,41,0,228
130,3,12,50,1,228
134,3,13,49,1,228
157,3,14,63,1,228
172,3,15,72,1,228
186,3,16,70,1,228
200,3,17,70,0,228
215,4,18,81,1,228
228,4,19,71,1,228
62,3,5,61,2,205
74,3,6,70,2,205
82,3,7,66,2,205
84,4,8,62,1,205
96,4,9,62,1,205
99,5,10,37,2,205
111,5,11,37,2,205
121,5,12,39,2,205
135,5,13,51,1,205
142,5,14,46,1,205
159,5,15,60,0,205
171,6,16,60,1,205
181,6,17,60,1,205
197,6,18,62,1,205
205,7,19,63,2,205
47,1,5,36,1,174
54,1,6,38,1,174
61,1,7,35,1,174
70,1,8,37,1,174
89,1,9,46,0,174
103,2,10,56,1,174
110,2,11,56,1,174
119,3,12,58,2,174
132,4,13,62,3,174
134,6,14,45,5,174
139,6,15,36,4,174
146,6,16,36,4,174
154,6,17,35,3,174
166,6,18,34,2,174
174,6,19,40,0,174
32,4,5,31,3,151
43,4,6,41,2,151
51,4,7,47,1,151
53,5,8,41,2,151
57,5,9,32,2,151
70,5,10,38,1,151
76,5,11,33,1,151
82,6,12,31,2,151
98,7,13,45,2,151
108,7,14,51,2,151
111,8,15,41,3,151
123,8,16,47,3,151
130,9,17,48,3,151
139,9,18,41,2,151
151,9,19,43,2,151
49,0,5,42,0,159
52,0,6,38,0,159
55,1,7,31,1,159
64,2,8,31,2,159
74,2,9,32,2,159
88,2,10,39,2,159
94,2,11,42,2,159
101,2,12,46,1,159
108,2,13,44,0,159
111,4,14,37,2,159
126,4,15,38,2,159
138,4,16,44,2,159
143,5,17,42,3,159
152,6,18,44,4,159
159,8,19,48,4,159
45,3,5,44,2,161
48,3,6,35,2,161
53,3,7,30,1,161
61,3,8,33,1,161
68,3,9,31,1,161
75,4,10,30,1,161
82,4,11,34,1,161
99,4,12,46,1,161
108,4,13,47,1,161
115,5,14,47,2,161
128,6,15,53,2,161
137,6,16,55,2,161
140,7,17,41,3,161
153,8,18,45,4,161
161,8,19,46,3,161
57,2,5,52,2,185
68,2,6,56,1,185
73,2,7,48,1,185
84,3,8,45,2,185
90,3,9,35,2,185
104,3,10,47,1,185
117,3,11,49,1,185
124,4,12,51,2,185
135,4,13,51,1,185
140,4,14,50,1,185
146,4,15,42,1,185
155,4,16,38,1,185
160,5,17,36,1,185
175,6,18,40,2,185
185,6,19,45,2,185
72,1,5,70,1,186
81,1,6,63,1,186
90,2,7,55,2,186
99,2,8,42,2,186
110,2,9,45,1,186
123,2,10,51,1,186
130,2,11,49,1,186
147,2,12,57,0,186
148,3,13,49,1,186
163,3,14,53,1,186
171,3,15,48,1,186
180,4,16,50,2,186
186,5,17,39,3,186
42,2,5,36,1,177
55,2,6,44,1,177
72,2,7,48,1,177
78,2,8,51,1,177
88,2,9,56,0,177
94,3,10,52,1,177
100,3,11,45,1,177
102,3,12,30,1,177
107,3,13,29,1,177
119,3,14,31,1,177
125,4,15,31,1,177
137,4,16,37,1,177
154,4,17,52,1,177
166,5,18,59,2,177
177,7,19,58,4,177
26,2,5,24,2,179
38,2,6,35,1,179
46,2,7,42,0,179
50,3,8,37,1,179
53,3,9,33,1,179
62,4,10,36,2,179
66,4,11,28,2,179
86,4,12,40,2,179
101,4,13,51,1,179
114,5,14,61,2,179
134,5,15,72,1,179
142,5,16,76,1,179
155,5,17,69,1,179
171,7,18,70,3,179
179,7,19,65,2,179
53,1,5,50,1,226
62,1,6,46,1,226
69,1,7,50,0,226
83,1,8,58,0,226
97,2,9,59,1,226
107,2,10,54,1,226
123,2,11,61,1,226
132,2,12,63,1,226
146,2,13,63,1,226
165,2,14,68,0,226
172,3,15,65,1,226
186,4,16,63,2,226
200,5,17,68,3,226
210,5,18,64,3,226
226,6,19,61,4,226
75,2,5,69,1,218
81,2,6,66,0,218
93,2,7,65,0,218
105,2,8,60,0,218
121,2,9,60,0,218
132,2,10,57,0,218
141,2,11,60,0,218
146,3,12,53,1,218
159,4,13,54,2,218
169,4,14,48,2,218
181,4,15,49,2,218
192,5,16,51,3,218
196,6,17,50,3,218
208,7,18,49,3,218
218,8,19,49,4,218
53,1,5,47,1,192
56,1,6,41,1,192
60,1,7,32,1,192
69,1,8,36,1,192
80,1,9,38,0,192
87,1,10,34,0,192
95,3,11,39,2,192
103,3,12,43,2,192
109,3,13,40,2,192
130,3,14,50,2,192
144,3,15,57,2,192
152,4,16,57,1,192
172,4,17,69,1,192
178,4,18,69,1,192
192,5,19,62,2,192
42,2,5,36,2,178
54,2,6,41,1,178
64,2,7,42,1,178
72,3,8,46,1,178
76,4,9,41,2,178
88,4,10,46,2,178
96,4,11,42,2,178
106,4,12,42,2,178
127,5,13,55,2,178
133,6,14,57,2,178
143,6,15,55,2,178
150,7,16,54,3,178
169,8,17,63,4,178
173,8,18,46,3,178
178,10,19,45,4,178
37,0,5,37,0,154
43,0,6,31,0,154
56,0,7,42,0,154
74,0,8,56,0,154
79,0,9,48,0,154
83,1,10,46,1,154
86,2,11,43,2,154
98,2,12,42,2,154
104,4,13,30,4,154
109,4,14,30,4,154
115,4,15,32,3,154
123,4,16,37,2,154
129,4,17,31,2,154
146,4,18,42,0,154
154,7,19,45,3,154
47,0,5,45,0,144
50,0,6,32,0,144
60,0,7,39,0,144
68,0,8,45,0,144
73,0,9,39,0,144
81,0,10,34,0,144
89,1,11,39,1,144
95,2,12,35,2,144
99,3,13,31,3,144
104,3,14,31,3,144
107,4,15,26,4,144
113,4,16,24,3,144
126,4,17,31,2,144
136,4,18,37,1,144
144,6,19,40,3,144
59,0,5,54,0,174
63,0,6,52,0,174
74,0,7,52,0,174
82,0,8,43,0,174
91,0,9,42,0,174
98,0,10,39,0,174
103,0,11,40,0,174
108,0,12,34,0,174
118,0,13,36,0,174
130,0,14,39,0,174
137,0,15,39,0,174
145,2,16,42,2,174
154,3,17,46,3,174
163,4,18,45,4,174
174,4,19,44,4,174
49,4,5,40,3,150
54,4,6,34,3,150
56,4,7,29,2,150
70,4,8,38,1,150
77,5,9,37,2,150
90,5,10,41,1,150
103,6,11,49,2,150
110,7,12,54,3,150
114,7,13,44,3,150
125,7,14,48,2,150
138,7,15,48,2,150
145,7,16,42,1,150
149,9,17,39,2,150
150,10,18,36,3,150
35,3,5,30,3,127
39,3,6,24,2,127
49,3,7,29,2,127
54,4,8,25,2,127
64,4,9,33,2,127
68,5,10,33,2,127
73,6,11,34,3,127
77,6,12,28,3,127
92,6,13,38,2,127
94,8,14,30,4,127
97,9,15,29,4,127
100,9,16,27,3,127
105,9,17,28,3,127
108,9,18,16,3,127
127,10,19,33,2,127
61,1,5,55,1,128
62,1,6,43,1,128
67,2,7,36,2,128
69,3,8,35,3,128
73,3,9,29,2,128
83,3,10,22,2,128
87,3,11,25,2,128
93,3,12,26,1,128
93,4,13,24,1,128
104,4,14,31,1,128
110,5,15,27,2,128
113,6,16,26,3,128
116,6,17,23,3,128
121,6,18,28,2,128
128,6,19,24,2,128
45,1,5,39,1,134
55,1,6,42,1,134
62,1,7,39,1,134
70,1,8,36,1,134
76,2,9,41,1,134
83,2,10,38,1,134
86,3,11,31,2,134
91,4,12,29,3,134
97,5,13,27,4,134
102,5,14,26,3,134
106,5,15,23,3,134
114,5,16,28,2,134
119,6,17,28,2,134
127,6,18,30,1,134
134,7,19,32,2,134
60,0,5,54,0,138
66,0,6,49,0,138
70,0,7,42,0,138
77,0,8,45,0,138
86,0,9,49,0,138
87,1,10,27,1,138
91,1,11,25,1,138
95,1,12,25,1,138
104,1,13,27,1,138
111,2,14,25,2,138
119,2,15,32,1,138
122,3,16,31,2,138
132,3,17,37,2,138
138,3,18,34,2,138
40,1,5,36,1,135
44,1,6,39,0,135
51,1,7,38,0,135
65,1,8,45,0,135
71,1,9,42,0,135
75,2,10,35,1,135
78,3,11,34,2,135
85,3,12,34,2,135
89,3,13,24,2,135
92,4,14,21,3,135
97,4,15,22,2,135
102,4,16,24,1,135
121,4,17,36,1,135
126,4,18,37,1,135
135,6,19,43,2,135
53,0,5,53,0,128
55,1,6,49,1,128
65,1,7,45,1,128
73,1,8,43,1,128
80,1,9,34,1,128
87,1,10,34,1,128
90,1,11,35,0,128
98,1,12,33,0,128
105,1,13,32,0,128
106,2,14,26,1,128
109,2,15,22,1,128
113,3,16,23,2,128
119,3,17,21,2,128
124,3,18,19,2,128
128,7,19,22,5,128
58,1,5,53,1,214
70,2,6,57,2,214
71,2,7,51,1,214
81,2,8,45,1,214
83,4,9,37,3,214
88,4,10,30,3,214
89,4,11,19,2,214
97,4,12,26,2,214
105,4,13,24,2,214
118,4,14,35,0,214
149,4,15,61,0,214
162,4,16,73,0,214
187,5,17,90,1,214
197,6,18,92,2,214
214,8,19,96,4,214
54,1,5,47,1,201
59,1,6,46,0,201
66,1,7,45,0,201
79,1,8,46,0,201
88,2,9,42,1,201
95,2,10,41,1,201
109,2,11,50,1,201
118,2,12,52,1,201
132,2,13,53,1,201
149,2,14,61,0,201
161,3,15,66,1,201
175,3,16,66,1,201
184,4,17,66,2,201
199,4,18,67,2,201
201,6,19,52,4,201
62,2,5,60,1,189
72,2,6,60,1,189
78,2,7,56,0,189
85,2,8,47,0,189
101,2,9,51,0,189
111,2,10,49,0,189
128,2,11,56,0,189
135,2,12,57,0,189
148,3,13,63,1,189
156,4,14,55,2,189
162,4,15,51,2,189
164,6,16,36,4,189
170,6,17,35,4,189
179,6,18,31,3,189
189,9,19,33,5,189
47,1,5,46,0,182
57,1,6,51,0,182
71,1,7,55,0,182
81,1,8,58,0,182
92,1,9,56,0,182
97,1,10,50,0,182
100,2,11,43,1,182
105,2,12,34,1,182
108,3,13,27,2,182
121,3,14,29,2,182
129,4,15,32,3,182
145,4,16,45,2,182
157,5,17,52,3,182
170,5,18,62,2,182
182,6,19,61,3,182
59,0,5,54,0,235
72,0,6,58,0,235
79,1,7,57,1,235
89,1,8,58,1,235
94,1,9,49,1,235
101,1,10,42,1,235
109,1,11,37,1,235
123,2,12,44,1,235
145,2,13,56,1,235
160,2,14,66,1,235
169,2,15,68,1,235
186,2,16,77,1,235
199,3,17,76,1,235
218,3,18,73,1,235
235,4,19,75,2,235
38,2,5,37,1,186
46,2,6,37,0,186
66,3,7,46,1,186
71,4,8,47,2,186
76,4,9,43,2,186
95,4,10,57,2,186
109,4,11,63,2,186
119,4,12,53,1,186
127,4,13,56,0,186
137,5,14,61,1,186
156,5,15,61,1,186
164,6,16,55,2,186
177,7,17,58,3,186
180,8,18,53,4,186
186,8,19,49,3,186
49,2,5,47,1,144
57,2,6,36,1,144
62,5,7,40,4,144
69,5,8,34,4,144
72,5,9,31,3,144
76,5,10,27,3,144
84,5,11,27,3,144
91,5,12,29,0,144
97,5,13,28,0,144
106,5,14,34,0,144
113,5,15,37,0,144
128,5,16,44,0,144
132,6,17,41,1,144
138,7,18,41,2,144
144,9,19,38,4,144
36,1,5,29,1,137
42,1,6,30,1,137
46,1,7,27,1,137
53,1,8,27,1,137
58,1,9,27,1,137
67,1,10,31,0,137
73,2,11,31,1,137
77,3,12,31,2,137
85,4,13,32,3,137
89,5,14,31,4,137
94,5,15,27,4,137
107,5,16,34,3,137
122,5,17,45,2,137
132,6,18,47,2,137
137,6,19,48,1,137
50,1,5,46,1,207
55,2,6,43,2,207
60,2,7,43,1,207
68,2,8,45,1,207
84,2,9,51,1,207
91,2,10,41,1,207
99,3,11,44,1,207
103,4,12,43,2,207
113,4,13,45,2,207
130,4,14,46,2,207
137,4,15,46,2,207
150,4,16,51,1,207
172,4,17,69,0,207
191,5,18,78,1,207
207,6,19,77,2,207
29,1,5,27,1,152
42,1,6,38,0,152
45,3,7,39,2,152
53,3,8,35,2,152
58,3,9,32,2,152
59,5,10,30,4,152
75,5,11,33,4,152
90,6,12,45,3,152
99,6,13,46,3,152
112,6,14,54,3,152
129,6,15,70,1,152
135,6,16,60,1,152
139,8,17,49,2,152
144,8,18,45,2,152
152,9,19,40,3,152
66,0,5,58,0,200
68,0,6,55,0,200
75,0,7,57,0,200
82,0,8,47,0,200
88,2,9,47,2,200
93,2,10,27,2,200
106,2,11,38,2,200
117,2,12,42,2,200
126,2,13,44,2,200
131,2,14,43,0,200
150,2,15,57,0,200
167,2,16,61,0,200
170,4,17,53,2,200
185,5,18,59,3,200
200,5,19,69,3,200
58,3,5,47,3,179
64,3,6,34,3,179
72,3,7,39,2,179
80,3,8,38,2,179
96,3,9,43,1,179
106,3,10,48,0,179
115,4,11,51,1,179
121,5,12,49,2,179
132,5,13,52,2,179
138,6,14,42,3,179
145,6,15,39,3,179
153,7,16,38,3,179
157,8,17,36,3,179
166,8,18,34,3,179
179,8,19,41,2,179
64,0,5,50,0,202
75,0,6,51,0,202
85,0,7,43,0,202
90,1,8,45,1,202
100,1,9,46,1,202
104,1,10,40,1,202
113,1,11,38,1,202
125,1,12,40,1,202
132,3,13,42,2,202
139,3,14,39,2,202
146,3,15,42,2,202
153,4,16,40,3,202
166,4,17,41,3,202
182,4,18,50,1,202
202,5,19,63,2,202
42,1,5,35,1,170
50,1,6,38,1,170
59,1,7,46,1,170
68,1,8,43,1,170
72,2,9,37,2,170
73,4,10,31,3,170
85,4,11,35,3,170
98,4,12,39,3,170
113,4,13,45,3,170
125,5,14,53,3,170
129,5,15,56,1,170
145,5,16,60,1,170
157,5,17,59,1,170
166,5,18,53,1,170
170,6,19,45,1,170
74,2,5,72,2,257
83,2,6,64,2,257
107,2,7,72,2,257
111,2,8,66,1,257
128,2,9,66,1,257
136,2,10,62,0,257
147,2,11,64,0,257
156,2,12,49,0,257
175,3,13,64,1,257
184,3,14,56,1,257
200,3,15,64,1,257
216,3,16,69,1,257
235,3,17,79,1,257
245,4,18,70,1,257
257,5,19,73,2,257
55,2,5,52,1,201
70,2,6,63,1,201
76,2,7,50,1,201
84,2,8,53,0,201
93,2,9,46,0,201
106,2,10,51,0,201
118,3,11,48,1,201
127,4,12,51,2,201
140,4,13,56,2,201
152,4,14,59,2,201
166,5,15,60,3,201
178,6,16,60,3,201
193,8,17,66,4,201
199,9,18,59,5,201
201,10,19,49,6,201
61,2,5,58,2,179
66,2,6,50,2,179
75,2,7,52,1,179
80,2,8,44,1,179
84,2,9,37,0,179
88,4,10,27,2,179
97,4,11,31,2,179
105,4,12,30,2,179
117,4,13,37,2,179
134,4,14,50,2,179
137,5,15,49,1,179
151,5,16,54,1,179
156,6,17,51,2,179
167,6,18,50,2,179
179,7,19,45,3,179
52,1,5,49,1,180
63,1,6,50,1,180
70,1,7,38,1,180
78,1,8,37,1,180
89,1,9,42,0,180
92,2,10,40,1,180
98,3,11,35,2,180
102,3,12,32,2,180
111,3,13,33,2,180
129,3,14,40,2,180
142,3,15,50,1,180
166,3,16,68,0,180
180,3,17,78,0,180
62,2,5,54,2,197
71,2,6,50,2,197
76,2,7,48,1,197
83,2,8,41,1,197
83,4,9,37,2,197
107,4,10,45,2,197
109,5,11,38,3,197
120,5,12,44,3,197
126,5,13,43,3,197
135,5,14,52,1,197
152,5,15,45,1,197
162,6,16,53,1,197
172,6,17,52,1,197
185,6,18,59,1,197
197,6,19,62,1,197
57,1,5,50,0,188
79,1,6,64,0,188
85,1,7,62,0,188
97,1,8,62,0,188
105,1,9,59,0,188
111,1,10,54,0,188
114,2,11,35,1,188
119,3,12,34,2,188
129,4,13,32,3,188
138,4,14,33,3,188
141,5,15,30,4,188
149,6,16,35,4,188
163,6,17,44,3,188
172,6,18,43,2,188
188,6,19,50,2,188
57,0,5,50,0,200
62,0,6,46,0,200
67,0,7,38,0,200
77,0,8,45,0,200
90,1,9,49,1,200
94,1,10,37,1,200
107,1,11,45,1,200
121,1,12,54,1,200
130,2,13,53,2,200
146,2,14,56,1,200
158,2,15,64,1,200
169,3,16,62,2,200
177,3,17,56,2,200
185,3,18,55,1,200
200,4,19,54,2,200
62,1,5,51,1,201
70,1,6,50,1,201
80,1,7,46,1,201
84,2,8,38,2,201
94,2,9,40,1,201
97,3,10,35,2,201
105,3,11,35,2,201
112,3,12,32,2,201
119,3,13,35,1,201
129,3,14,35,1,201
153,4,15,56,1,201
170,4,16,65,1,201
179,5,17,67,2,201
192,6,18,73,3,201
201,6,19,72,3,201
65,0,5,57,0,212
72,0,6,53,0,212
80,1,7,54,1,212
88,1,8,46,1,212
97,2,9,39,2,212
103,3,10,38,3,212
113,3,11,41,3,212
126,3,12,46,2,212
142,3,13,54,2,212
143,4,14,46,2,212
153,4,15,50,1,212
168,5,16,55,2,212
183,6,17,57,3,212
196,6,18,54,3,212
212,7,19,69,3,212
58,1,5,46,1,214
62,1,6,48,0,214
75,1,7,46,0,214
84,2,8,48,1,214
98,2,9,51,1,214
101,3,10,43,2,214
104,3,11,42,2,214
124,3,12,49,2,214
141,3,13,57,1,214
150,3,14,52,1,214
156,4,15,55,1,214
170,4,16,66,1,214
181,4,17,57,1,214
196,4,18,55,1,214
214,4,19,64,1,214
42,0,5,37,0,126
49,0,6,33,0,126
56,0,7,36,0,126
62,1,8,30,1,126
65,1,9,28,1,126
71,1,10,29,1,126
78,2,11,29,2,126
82,3,12,26,3,126
89,3,13,27,2,126
92,4,14,27,3,126
99,4,15,28,3,126
110,5,16,32,3,126
115,6,17,33,3,126
120,7,18,31,4,126
126,9,19,34,5,126
34,4,5,33,3,108
38,5,6,36,4,108
40,5,7,22,4,108
53,5,8,32,3,108
63,5,9,36,2,108
65,6,10,31,2,108
69,7,11,31,2,108
70,7,12,30,2,108
74,7,13,21,2,108
78,8,14,15,3,108
79,8,15,14,2,108
87,8,16,18,1,108
96,8,17,26,1,108
104,9,18,30,2,108
108,10,19,30,2,108
28,5,5,23,4,130
32,5,6,17,3,130
40,5,7,24,2,130
44,5,8,22,2,130
54,5,9,31,0,130
58,5,10,30,0,130
61,5,11,29,0,130
68,5,12,28,0,130
73,6,13,29,1,130
78,6,14,24,1,130
91,6,15,33,1,130
107,6,16,46,1,130
119,6,17,51,1,130
127,7,18,54,1,130
130,8,19,52,2,130
31,3,5,31,2,125
33,4,6,27,3,125
35,4,7,17,3,125
39,4,8,18,2,125
49,4,9,23,1,125
55,4,10,24,1,125
59,4,11,26,0,125
63,4,12,28,0,125
71,4,13,32,0,125
79,4,14,30,0,125
89,4,15,34,0,125
94,4,16,35,0,125
98,5,17,35,1,125
119,5,18,48,1,125
125,6,19,46,2,125
31,3,5,26,3,125
34,4,6,28,4,125
38,4,7,22,4,125
42,4,8,23,3,125
44,5,9,19,4,125
48,5,10,17,2,125
52,5,11,18,1,125
57,5,12,19,1,125
62,5,13,20,1,125
73,5,14,29,0,125
83,5,15,35,0,125
98,5,16,46,0,125
105,6,17,48,1,125
125,6,18,63,1,125
125,7,19,52,2,125
50,1,5,41,1,214
58,1,6,41,0,214
65,2,7,42,1,214
71,2,8,36,1,214
78,2,9,38,1,214
94,2,10,44,1,214
99,3,11,41,2,214
120,3,12,55,1,214
131,3,13,60,1,214
145,3,14,67,1,214
152,3,15,58,1,214
166,3,16,67,0,214
178,3,17,58,0,214
205,3,18,74,0,214
214,3,19,69,0,214
54,2,5,49,1,216
60,2,6,39,1,216
67,2,7,44,1,216
77,2,8,45,1,216
91,2,9,42,1,216
105,2,10,51,0,216
115,2,11,55,0,216
138,2,12,71,0,216
149,2,13,72,0,216
170,2,14,79,0,216
178,3,15,73,1,216
194,4,16,79,2,216
203,4,17,65,2,216
216,4,18,67,2,216
49,3,5,41,3,171
54,3,6,38,1,171
61,3,7,41,1,171
73,3,8,46,1,171
90,3,9,50,0,171
95,3,10,46,0,171
103,4,11,49,1,171
114,4,12,53,1,171
127,4,13,54,1,171
129,5,14,39,2,171
137,6,15,42,3,171
148,6,16,45,2,171
155,7,17,41,3,171
168,7,18,41,3,171
171,9,19,42,4,171
53,3,5,44,3,166
61,4,6,39,4,166
66,4,7,37,3,166
69,4,8,32,2,166
75,4,9,37,2,166
90,4,10,37,1,166
102,4,11,41,0,166
114,4,12,48,0,166
124,4,13,55,0,166
134,5,14,59,1,166
138,5,15,48,1,166
146,6,16,44,2,166
151,6,17,37,2,166
163,7,18,39,3,166
166,8,19,32,3,166
50,2,5,48,2,118
61,3,6,49,2,118
63,4,7,38,3,118
67,4,8,29,3,118
72,5,9,25,4,118
76,5,10,26,3,118
82,6,11,21,3,118
87,6,12,24,2,118
96,7,13,29,3,118
100,8,14,28,3,118
110,8,15,34,3,118
113,9,16,31,3,118
